Marke,Model,Year,Mileage,City,State,Price
Acura,TL2WD,2012,44204,Fresno, CA,20999
Volkswagen,Jetta,2015,37207,Peoria, AZ,14998
Honda,CR-VEX-L,2014,43367,Torrington, CT,20913
Nissan,TitanCrew,2014,46315,Wilton, CT,27355
Chevrolet,CruzeLT,2014,51869,Montclair, CA,10970
BMW,X5xDrive35d,2014,49533,Marietta, GA,32999
Chevrolet,TrailBlazer4WD,2007,98291,Brooklyn, NY,8975
Ford,FusionSE,2014,24953,Hooksett, NH,16855
Kia,Sportage2WD,2017,32126,Pittsburgh, PA,17987
Ram,45004WD,2011,136201,Corpus Christi, TX,27980
Dodge,ChargerPolice,2016,6283,Plymouth, WI,28750
Hyundai,AccentGS,2015,45260,Bremerton, WA,10550
Cadillac,Escalade,2017,24033,Omaha, NE,73990
GMC,Sierra,2016,29739,Framingham, MA,45000
Nissan,Rogue,2015,33001,Milford, MA,15895
Ford,EdgeSEL,2013,36895,Burlington, NJ,21995
Ford,EscapeFWD,2015,59909,Union City, GA,16890
Chevrolet,Suburban2WD,2014,56238,Mandeville, LA,30980
Mazda,CX-7AWD,2009,93382,Manassas, VA,8995
Chevrolet,SonicHatch,2015,47778,Albermarle, NC,8715
Jeep,Patriot4WD,2008,131129,Tigard, OR,6995
Chevrolet,TraverseLS,2014,35983,Clinton Township, MI,18855
BMW,7,2010,92355,Philadelphia, PA,16995
Kia,Soul5dr,2012,56296,Fremont, CA,8537
Honda,RidgelineRTL,2012,78354,Framingham, MA,20399
Nissan,AltimaSedan,2013,81233,South Gate, CA,8905
GMC,Sierra,2015,44200,Rahway, NJ,23995
Cadillac,ATS2.5L,2014,17735,Hialeah, FL,19797
Audi,A52.0T,2015,19788,Selma, TX,35995
Cadillac,Escalade4WD,2016,15631,Grapevine, TX,76982
Chevrolet,Malibu,2016,28726,Union City, GA,13750
Ford,F-150SuperCrew,2013,55263,Puyallup, WA,33999
Chevrolet,EquinoxFWD,2016,22511,Miami, FL,18788
Kia,Soul+,2016,13291,Plano, TX,15979
Toyota,CorollaS,2013,43114,Savannah, GA,15195
Toyota,AvalonLimited,2014,26921,Chandler, AZ,24969
Toyota,RAV44X2,2015,23730,Kenly, NC,21888
Ford,F-1504WD,2016,30054,Leesburg, VA,47900
Kia,Optima4dr,2011,96437,Amherst, OH,8759
Ford,F-1504WD,2014,40100,Elk River, MN,31000
Ford,FocusSedan,2014,37695,Danville, IL,10977
Audi,Q53.0TDI,2014,46603,Fife, WA,35995
Lexus,NX,2015,26248,Miami, FL,35990
Porsche,CayenneTurbo,2013,69176,Arlington, VA,46895
Audi,Q73.0T,2014,55265,Oneonta, NY,32995
Ford,Super,2017,14368,Seekonk, MA,39000
Toyota,Yaris5-Door,2016,33448,Roselle, IL,11675
Hyundai,VelosterAutomatic,2014,13064,St. Petersburg, FL,14990
Mercedes-Benz,GLK-Class4MATIC,2010,75992,Bethesda, MD,17881
Chevrolet,MalibuLT,2017,16792,Taylorville, IL,17988
Kia,Rio4dr,2004,140477,Spokane, WA,1999
Chevrolet,MalibuLT,2017,32277,Houston, TX,16733
Nissan,Altima2.5,2015,28476,Lawrenceburg, KY,15500
Toyota,RAV44X2,2013,54732,Fairfield, CA,17885
Nissan,RogueS,2016,2961,Worthington, OH,19495
Toyota,SiennaXLE,2017,18964,Hodgkins, IL,32980
INFINITI,Q50AWD,2014,48711,Indianapolis, IN,23990
Mercedes-Benz,SL-ClassSL500,2006,61994,Daytona, FL,19950
Chevrolet,CamaroCoupe,2012,70367,Fox Lake, IL,16969
Mitsubishi,Outlander,2014,24672,San Antonio, TX,12995
BMW,3,2011,97897,Downtingtown, PA,11490
Chevrolet,Malibu1LT,2015,25065,Southfield, MI,14499
Lincoln,MKXFWD,2016,13375,Pompano Beach, FL,35991
Ford,Transit,2014,92939,Fontana, CA,16795
Honda,OdysseyEX-L,2016,15539,Nashville, TN,29998
INFINITI,FX35RWD,2010,115453,Tempe, AZ,14500
Audi,A52dr,2012,67965,Miami, FL,15490
Nissan,MaximaPlatinum,2016,4926,Dothan, AL,31850
Hyundai,ElantraLimited,2013,71300,Chelsea, MA,10987
Mazda,Mazda3i,2015,50560,Houston, TX,13999
Cadillac,SRXLuxury,2014,19677,Lawton, OK,28100
Land,Rover,2016,1915,Midlothian, VA,46495
Nissan,Maxima3.5,2013,26556,Alexandria, VA,16895
Kia,ForteLX,2014,80411,Williston, VT,8433
Chevrolet,Silverado,2015,23049,Natchez, MS,34310
Honda,OdysseySE,2016,23186,Sandwich, IL,27949
Honda,S20002dr,2007,60355,Hanover, MA,20000
Dodge,Charger4dr,2012,118241,Indianapolis, IN,14863
Nissan,MaximaSR,2017,4938,Riverhead, NY,31995
Buick,EnclavePremium,2014,21667,Palm Harbor, FL,30721
Ram,1500Sport,2017,3175,Hamilton, TX,34900
Mercedes-Benz,C-ClassC,2017,3990,Pembroke Pines, FL,37999
GMC,AcadiaAWD,2012,110245,Dublin, CA,16090
Chevrolet,Silverado,2017,13875,Defiance, OH,33494
Lincoln,MKXMKX,2013,81364,West Allis, WI,19841
Hyundai,Sonata2.4L,2016,44602,Colorado Springs, CO,17991
Kia,Optima4dr,2010,150964,Henderson, NV,5000
Honda,Accord,2011,95168,McMurray, PA,10312
Chrysler,200S,2015,16192,Fort Worth, TX,17988
Chevrolet,SonicSedan,2016,749,Lexington, KY,11555
Ford,F-1504WD,2005,101869,Mt. Pocono, PA,8996
Jeep,CompassSport,2016,36169,Louisville, KY,16000
Chevrolet,EquinoxFWD,2017,2642,Huntington, NY,21687
Ford,Transit,2016,14179,Pittsboro, NC,24900
BMW,5,2008,115212,Indianapolis, IN,8991
Jeep,Grand,2016,32862,Birmingham, AL,25990
Honda,Accord,2016,9023,Lithia Springs, GA,27993
Kia,OptimaLX,2017,14909,Elgin, IL,16934
Nissan,Altima4dr,2006,71139,Bellevue, WA,6998
Honda,OdysseyTouring,2014,43700,Dublin, OH,28250
Hyundai,Sonata4dr,2011,63172,West Chester, PA,10495
Volkswagen,Golf4-Door,2015,19646,San Jose, CA,18900
Lexus,GS,2015,50606,Temple, TX,31954
Nissan,TitanCrew,2015,15209,Rock Springs, WY,29735
Lexus,RX,2013,53704,Highland Park, IL,30690
Cadillac,DTS4dr,2007,71947,Oak Lawn, IL,9975
Chevrolet,Suburban4WD,2007,138000,Clovis, NM,15746
Toyota,HighlanderFWD,2015,44839,Rockwall, TX,32991
Toyota,CorollaS,2015,6190,Avondale, AZ,15990
Nissan,MuranoFWD,2016,17586,Grapevine, TX,22750
Ford,FusionSE,2016,47690,Nokomis, FL,13899
Chrysler,200Limited,2016,45374,Sterling, VA,12750
Hyundai,Santa,2017,24129,Lindon, UT,25999
Kia,Sportage2WD,2017,29523,Coral Springs, FL,16511
Chevrolet,Express,2010,35851,Wausau, WI,17997
Lexus,RX,2015,23758,Orland Park, IL,35398
Honda,Insight5dr,2011,95562,Mentor, OH,8000
Lincoln,MKXAWD,2014,49325,Olathe, KS,24998
Chevrolet,Silverado,2014,59917,Ottawa, IL,33895
Toyota,CamryHybrid,2017,19652,Coos Bay, OR,27418
Subaru,WRXManual,2016,25003,Colchester, CT,25975
Cadillac,ATS2.0L,2013,55382,Sacramento, CA,17499
Nissan,Altima2.5,2016,33170,Livermore, CA,14225
Subaru,Outback4dr,2011,82858,Ontario, OR,14987
Chevrolet,CruzeSedan,2017,2824,Oklahoma City, OK,18681
Mazda,CX-9Sport,2015,40774,Gladstone, OR,19875
Kia,ForteEX,2014,50731,St. Louis, MO,13997
Volkswagen,Jetta,2015,56597,Puyallup, WA,10798
Nissan,FrontierCrew,2016,19006,Lexington, NC,24588
Toyota,RAV44X2,2015,41383,West Palm Beach, FL,15891
Chevrolet,Suburban4WD,2014,85559,Lee's Summit, MO,30999
Chevrolet,EquinoxAWD,2013,52716,Swansea, MA,14488
Chrysler,Town,2009,141447,Plainfield, IN,6500
Chevrolet,Malibu1LT,2015,44695,Lake Elsinore, CA,16975
Jeep,RenegadeTrailhawk,2016,13784,Dickinson, ND,23388
GMC,Sierra,2011,170674,Longmont, CO,26999
Dodge,ChallengerR/T,2015,21693,Plano, TX,34989
Jeep,Grand,2015,34462,Ballwin, MO,30250
Nissan,MaximaSL,2016,53908,KEYPORT, NJ,24966
Ford,EscapeFWD,2010,73974,Lawrence, KS,9357
Chevrolet,Suburban4WD,2007,97800,Naugatuck, CT,12995
Mazda,MX-5,2017,591,Sherwood, AR,30827
GMC,Yukon4WD,2015,27187,Elko, NV,56500
Chevrolet,EquinoxFWD,2015,42301,Selma, TX,17349
Hyundai,Santa,2015,44171,Tustin, CA,17495
BMW,X5xDrive35i,2013,64549,Madison, TN,26988
Toyota,PriusTwo,2015,44944,Santa Ana, CA,13499
Toyota,HighlanderFWD,2015,31061,Katy, TX,30451
GMC,AcadiaAWD,2015,42632,Bowling Green, OH,27756
Jeep,Wrangler,2016,52172,Clinton Township, MI,27936
Ford,F-1502WD,2014,26137,Orlando, FL,25495
Toyota,CamryL,2014,41243,Torrance, CA,13491
Toyota,CorollaL,2014,34814,AUSTIN, TX,12969
Hyundai,ElantraLimited,2013,71357,Torrington, CT,9335
Buick,EnclaveAWD,2009,91976,Crystal, MN,13990
Audi,A52dr,2011,72829,West Palm Beach, FL,11995
Chevrolet,Silverado,2016,4306,Salt Lake City, UT,29993
Kia,Spectra5dr,2003,93970,Hickory, NC,3900
INFINITI,Q50Hybrid,2014,36875,Union City, GA,23299
Chevrolet,Express,2016,23556,Addison, TX,22988
Toyota,4Runner4dr,2002,133297,Tucson, AZ,5999
Honda,Accord,2003,149584,Montclair, CA,5500
Acura,RSXAutomatic,2006,128834,Hampton, VA,6688
Chevrolet,MalibuLS,2014,32388,Louisville, KY,12750
Volkswagen,EosExecutive,2014,37656,Merriam, KS,23500
Acura,TL4dr,2007,67581,Fullerton, CA,12500
Cadillac,Escalade,2008,158434,Bensenville, IL,14991
Lexus,ES,2014,44993,Kansas City, MO,23000
Acura,ILXAutomatic,2017,311,Chicago, IL,23000
Nissan,Altima2.5,2015,60040,Tustin, CA,15855
Hyundai,Veloster3dr,2012,87937,Orlando, FL,9495
Cadillac,CTS,2017,8903,Naperville, IL,36700
Chevrolet,Silverado,2015,61439,Birch Run, MI,24995
Ford,FusionSport,2017,12060,Plattsmouth, NE,27953
Hyundai,Santa,2013,77589,Canandaigua, NY,14984
Chevrolet,Silverado,2018,6,Pleasanton, TX,55255
Audi,Q52.0T,2014,87111,Stuart, FL,21991
Ford,Freestyle4dr,2006,165797,Levittown, PA,3950
Ford,MustangFastback,2015,25034,Rolla, MO,23950
Dodge,JourneyFWD,2010,60184,Depew, NY,9000
Subaru,Outback2.5i,2013,86115,Tigard, OR,14995
BMW,3,2015,45278,Decatur, GA,23998
Nissan,RogueSL,2014,35163,Roseville, MN,21731
Toyota,RAV44WD,2011,100583,Mt. Pocono, PA,10877
Chevrolet,CruzePremier,2016,4401,South Easton, MA,17790
Ford,Edge4dr,2010,93343,Pensacola, FL,8995
GMC,Yukon,2015,28325,Longmont, CO,55599
Chevrolet,EquinoxFWD,2015,44477,Antioch, IL,16844
Volkswagen,Jetta,2013,56833,Las Vegas, NV,13095
GMC,Sierra,2010,80948,Upper Marlboro, MD,17799
GMC,TerrainFWD,2014,26958,Killeen, TX,19999
Toyota,HighlanderAWD,2016,44554,Clive, IA,35991
Hyundai,Santa,2006,51869,Margate, FL,7358
BMW,5,2016,25353,Puyallup, WA,32991
Scion,tCAutomatic,2016,19777,Richmond, CA,15900
Chevrolet,Silverado,2015,54811,Asheville, NC,37450
Audi,A44dr,2008,74000,Manassas, VA,9999
Chevrolet,Silverado,2016,10864,Albuquerque, NM,41875
Ram,"1500Express,",2016,9105,Methuen, MA,29773
Ford,Super,2017,18635,Homestead, FL,36990
Cadillac,SRXAWD,2012,73601,Lynnwood, WA,18999
Jeep,Grand,2013,84885,Jacksonville, NC,33539
Chevrolet,Malibu2LTZ,2013,63545,Wood River, IL,15990
Hyundai,TucsonGLS,2014,53388,Denville, NJ,14500
Mitsubishi,Outlander,2015,54454,Merrillville, IN,11999
Chevrolet,Silverado,2011,93816,Mooresville, NC,18995
Chevrolet,EquinoxAWD,2013,143264,Davenport, IA,10491
Lexus,ES,2005,111235,Baltimore, MD,6995
Ford,Explorer4dr,2002,102522,Chantilly, VA,4999
GMC,Yukon4WD,2016,42392,Buda, TX,42500
Chevrolet,Cruze1LT,2015,18416,Merriam, KS,13998
Honda,Accord,2014,19773,Alpharetta, GA,15990
Dodge,Ram,2005,65890,Coos Bay, OR,29987
Ford,FocusHatchback,2014,37001,Leavenworth, KS,10300
BMW,3,2014,21212,MONTCLAIR, CA,23500
Mercedes-Benz,GLK-ClassRWD,2011,78591,Fairfield, CA,17425
Chevrolet,Silverado,2008,124428,Amarillo, TX,13775
Ford,Explorer4WD,2017,17230,Colorado Springs, CO,34715
Ford,FusionTitanium,2014,56579,Alcoa, TN,15059
BMW,4,2014,48377,Marietta, GA,27500
Toyota,RAV44X2,2015,27450,Shreveport, LA,19995
Hyundai,Santa,2015,51965,Heath, OH,20550
Kia,ForteLX,2017,18339,Jacksonville, FL,15581
Jaguar,S-TYPE4dr,2006,125473,Rocklin, CA,4300
Ford,FocusSedan,2014,26169,Waldorf, MD,9998
BMW,5,2012,74136,Merriam, KS,17577
Dodge,ChargerRT,2014,49131,Clearwater, FL,20900
Chevrolet,Avalanche4WD,2008,108751,Barrington, IL,16500
Ford,F-1502WD,2010,95096,Louisville, KY,11962
Volkswagen,Jetta,2015,9189,Peoria, AZ,13500
Nissan,Altima2.5,2016,29469,Sterling Heights, MI,14695
Scion,tC2dr,2015,53392,El Cajon, CA,15881
Toyota,4Runner4WD,2017,58,Hurst, TX,45000
BMW,7,2014,44813,Woodlands, TX,36998
Chevrolet,Spark1LT,2015,37210,Newport, TN,9999
Cadillac,SRXFWD,2010,75061,Lewisville, TX,16000
BMW,4,2014,21896,Dumfries, VA,25999
BMW,5,2014,18020,Lone Tree, CO,31607
MINI,Cooper,2013,39003,Bastrop, TX,11988
Chevrolet,Silverado,2013,37219,Batavia, OH,26333
Honda,Element4WD,2008,86363,Parker, CO,15999
Honda,Accord,2014,20609,Sicklerville, NJ,16395
BMW,5,2008,90635,Bellflower, CA,9685
Toyota,4RunnerRWD,2011,123031,Greensboro, NC,20950
Toyota,Tacoma4WD,2012,87506,Fort Smith, AR,25959
Mitsubishi,Outlander,2016,6511,Hurricane, WV,16000
Kia,SorentoLX,2016,19456,Concord, NH,30795
Honda,CR-V2WD,2009,95592,Spring, TX,10691
BMW,3,2012,40808,Sarasota, FL,21500
GMC,Yukon,2009,134218,Englewood, CO,17899
Nissan,AltimaSedan,2013,112661,Jacksonville, FL,9990
Volkswagen,GTI4dr,2013,95929,Norfolk, VA,13059
Toyota,Tundra,2015,44767,Midwest City, OK,40835
Dodge,JourneyFWD,2016,312,Montclair, CA,18999
Dodge,Grand,2007,147204,El Paso, TX,6995
Ford,FlexSEL,2013,108867,Fort Worth, TX,14701
Ford,EscapeFWD,2017,38924,Canyon, TX,23991
INFINITI,G35,2008,58295,Union City, NJ,11995
Mercedes-Benz,GLEGLE350,2016,20868,Dallas, TX,46900
Jeep,Wrangler,2011,61206,Ardmore, OK,24998
Chevrolet,EquinoxAWD,2014,41555,Schoolcraft, MI,16997
Nissan,Altima2.5,2017,20299,Houston, TX,19435
GMC,Sierra,2005,85470,Honolulu, HI,10995
Volkswagen,Passat4dr,2015,18864,Hickory Hills, IL,14997
Chevrolet,EquinoxFWD,2011,92275,Chandler, AZ,12988
Toyota,CorollaLE,2015,35381,Vista, CA,13500
Mercury,Monterey4dr,2005,148155,Lawndale, CA,4695
Ford,Focus4dr,2012,72802,Grand Blanc, MI,7750
Kia,OptimaLX,2017,22363,Waldorf, MD,17477
Ram,"1500SLT,",2015,120192,Brooksville, FL,19000
GMC,AcadiaFWD,2017,4239,Delaware, OH,29000
Jeep,Grand,2016,39831,Gainesville, GA,27078
Mercedes-Benz,M-ClassML350,2014,36782,Stuart, FL,31991
Ford,F-1504WD,2014,41856,San Antonio, TX,29000
Mercedes-Benz,C-ClassC,2017,3589,Boerne, TX,41977
Hyundai,Santa,2013,32000,Medford, MA,18995
Cadillac,XTSLuxury,2013,82026,Walnut Creek, CA,18991
Subaru,Legacy2.5i,2012,69796,State College, PA,12600
Ford,ExplorerLimited,2013,55046,Warrensburg, MO,21300
Hyundai,Sonata2.4L,2015,36442,Olive Branch, MS,17990
GMC,Yukon2WD,2017,29778,Gilroy, CA,47997
Jaguar,F-TYPEF-Type,2014,53298,Fayetteville, NC,43995
Audi,A63.0T,2014,28479,Shrewsbury, NJ,30490
Honda,Accord,2016,14299,Chico, CA,19495
GMC,Sierra,2015,17529,Bloomington, MN,29900
Ford,Econoline,2006,44837,Columbus, OH,10995
Ford,ExplorerBase,2013,84060,Jacksonville, FL,16991
Chevrolet,Corvette2dr,2010,25280,Shelbyville, TN,32581
Ford,Edge4dr,2010,153741,Lowell, MA,9999
Kia,ForteLX,2017,15960,Tampa, FL,15581
Nissan,RogueS,2016,13088,Skokie, IL,19477
GMC,AcadiaFWD,2014,61762,Alpharetta, GA,20487
INFINITI,Q503.0t,2017,4187,Houston, TX,40994
Toyota,Tundra,2014,66115,Roseville, CA,34995
INFINITI,Q50AWD,2014,26542,Louisville, KY,24750
Hyundai,SonataSE,2017,20100,Naugatuck, CT,13995
GMC,TerrainFWD,2014,28702,Houston, TX,24950
Mitsubishi,Outlander,2014,91607,Hickory Hills, IL,13295
Chevrolet,Cruze2LT,2014,70727,Scottsboro, AL,10622
Ford,Explorer4dr,2002,182370,Tacoma, WA,5977
MINI,Cooper,2011,114625,Raleigh, NC,9450
Chevrolet,CruzeSedan,2017,9119,Lisle, IL,18995
Kia,SportageEX,2015,48319,Jacksonville, NC,19450
Hyundai,Sonata2.4L,2017,20276,Providence, RI,15197
GMC,Sierra,2015,28303,Newnan, GA,42960
Chevrolet,EquinoxFWD,2014,32858,Fort Payne, AL,18995
Volkswagen,GTIBase,2013,64042,Shrewsbury, NJ,15990
Chevrolet,TahoePremier,2017,20639,Victorville, CA,51465
Mazda,CX-9Grand,2015,13028,Crestview, FL,28000
Jeep,Grand,2008,95791,Englewood, CO,15900
Jeep,Grand,2011,105888,Springfield, VA,13600
Chevrolet,TraverseFWD,2016,86658,Tomball, TX,27376
Chevrolet,Tahoe4WD,2007,175641,Rochester, MN,12500
Chrysler,300300S,2014,24536,Renton, WA,24995
Volkswagen,Touareg,2009,86501,Mount Prospect, IL,11987
Dodge,DurangoR/T,2014,67503,Irving, TX,27000
Lexus,IS,2007,115222,West Palm Beach, FL,9900
Acura,MDXFWD,2015,37472,Doral, FL,28497
GMC,AcadiaFWD,2015,25066,Montgomery, AL,30900
Hyundai,AccentSE,2013,68810,Texarkana, TX,7999
GMC,Yukon4WD,2013,64780,Albany, OR,29995
Mercedes-Benz,E-ClassE350,2015,21432,Fort Washington, PA,38593
Chevrolet,Silverado,2008,97504,Belle Plaine, MN,18478
Nissan,VersaS,2016,44274,South Hackensack, NJ,10995
Jeep,RenegadeLatitude,2015,12934,Houston, TX,17944
Toyota,CorollaLE,2014,56538,Milwaukee, WI,11350
Mercedes-Benz,C-Class4dr,2008,52814,Englewood, CO,13988
Ford,F-1504WD,2016,18413,Belleville, IL,36499
Chevrolet,Cruze,2016,24563,Gainesville, FL,16285
GMC,Yukon4dr,2006,95420,Boise, ID,16988
Ford,Mustang2dr,2001,128997,Fuquay-Varina, NC,3998
Jeep,Grand,2014,64643,Jacksonville, Fl,18770
GMC,Envoy4dr,2002,104361,Brooklyn, NY,6995
Cadillac,SRXLuxury,2014,41073,Hackettstown, NJ,26995
Ford,FocusSedan,2013,74397,St. Cloud, FL,7650
GMC,CanyonRegular,2012,70180,Macomb, IL,10585
Chevrolet,Tahoe2WD,2011,93819,Austin, TX,23242
Subaru,Impreza,2013,58713,Gresham, OR,16398
Chevrolet,CamaroCoupe,2017,1245,Libertyville, IL,29888
BMW,5,2013,49707,Union City, GA,21750
Nissan,Altima2.5,2017,5308,Rockwall, TX,17899
Ram,1500Big,2014,37310,Denton, TX,30950
Audi,A3Sedan,2016,11675,Minnetonka, MN,29410
Ford,F-1504WD,2016,15868,Longmont, CO,35799
Honda,FitEX,2015,23992,Forest City, NC,18222
BMW,3,2010,54770,Naples, FL,13995
Ford,F-150SuperCrew,2013,50460,Racine, WI,29900
smart,fortwo,2014,26368,Pleasanton, CA,5981
Audi,Q73.0T,2014,22602,Philadelphia, PA,40280
Toyota,SiennaLimited,2016,20280,Tustin, CA,35995
Honda,Civic,2013,18353,Charleston, SC,17410
Lexus,IS,2016,9252,Scottsdale, AZ,31500
Ford,Super,2016,19124,Westborough, MA,56978
Chevrolet,Silverado,2015,28231,Columbia, KY,45800
Toyota,CamryXLE,2017,344,Meridian, MS,23999
GMC,Yukon4WD,2015,43256,Carrolton, TX,50967
Ford,Explorer4WD,2017,37975,Durham, NC,33883
Honda,Civic,2015,36065,Santa Ana, CA,17499
Cadillac,EscaladeAWD,2007,88547,Jacksonville, FL,20995
Hyundai,Sonata2.4L,2017,33788,Escondido, CA,13997
Jeep,RenegadeTrailhawk,2016,29334,Lansing, KS,19750
Chevrolet,Silverado,2015,25548,Boise, ID,34590
Chevrolet,Silverado,2014,45430,Middlebury, VT,28900
Mercedes-Benz,M-Class4MATIC,2010,105332,Carrollton, TX,13988
Ford,F-1502WD,2015,14393,Mobile, AL,32997
Hyundai,SonataGLS,2014,46728,Bel Air, MD,14995
Nissan,AltimaCoupe,2013,1263,Chesterton, IN,19999
Subaru,Outback3.6R,2015,34831,Elmsford, NY,25831
Honda,CR-VSE,2016,25390,Mesa, AZ,22535
Nissan,Murano2WD,2015,50679,Bradenton, FL,21999
Honda,Civic,2016,5,Burlington, NJ,18285
Chevrolet,Tahoe4WD,2009,97966,Monticello, MN,15785
Ford,Escape4WD,2015,30425,Delavan, WI,19843
Chrysler,3004dr,2012,48137,Santa Maria, CA,23995
Chevrolet,Tahoe4WD,2014,85044,Greeley, CO,29800
Chevrolet,Silverado,2013,91191,Fontana, CA,42995
Hyundai,Sonata2.4L,2016,40743,Hickory, NC,12900
Ford,Explorer4WD,2017,20789,West Valley, UT,36947
Subaru,Outback2.5i,2016,22350,McKinney, TX,27993
Nissan,QuestSV,2015,42680,Brooksville, FL,18000
Hyundai,Azera4dr,2012,45986,Omaha, NE,16989
Nissan,RogueSV,2014,42255,Lemon Grove, CA,15599
GMC,Sierra,2015,39632,Sioux Falls, SD,41500
Ram,25004WD,2012,117658,Aurora, OH,20088
Ford,FocusHatchback,2016,35636,Fort Worth, TX,12026
Ram,Cargo,2014,122918,Antioch, IL,8808
Chevrolet,CruzeSedan,2017,13507,Merriam, KS,17309
Chevrolet,CruzePremier,2016,17770,Sullivan, IN,15995
Toyota,RAV44X2,2015,26091,Leesburg, VA,22810
Ford,EdgeSEL,2017,16851,Midwest City, OK,29425
Ford,Super,2016,40688,Doral, FL,44995
GMC,Sierra,2014,54832,Sherwood, AR,34900
Toyota,CamrySE,2017,32075,Katy, TX,18898
Chevrolet,EquinoxFWD,2015,25372,Lima, OH,18450
Chevrolet,Silverado,2015,92070,Muncie, IN,23991
Chevrolet,Malibu4dr,2009,86474,Sidney, NY,8969
Chevrolet,CamaroCoupe,2014,36690,Newport, NC,24932
Kia,SedonaLX,2017,10390,West Palm Beach, FL,19999
Nissan,RogueSL,2015,80617,High Point, NC,19818
Chevrolet,CruzeSedan,2017,8000,Hollywood, FL,13995
INFINITI,QX60FWD,2015,29599,Corpus Christi, TX,35995
Hyundai,AccentGLS,2015,42597,Oceanside, CA,11899
Ford,Edge4dr,2008,132997,Cedar Falls, IA,9327
Volkswagen,Beetle,2015,16230,Chicago, IL,20975
Kia,Optima4dr,2012,50007,Newport News, VA,11000
Chevrolet,Malibu4dr,2006,156570,Virginia Beach, VA,3495
Ford,ExplorerBase,2014,102830,Raleigh, NC,17500
Ford,MustangConvertible,2016,31900,Katy, TX,22990
Chevrolet,Impala2LT,2016,33938,Orange Park, FL,17950
Ford,F-1504WD,2016,31372,Imlay City, MI,29383
Toyota,YarisFleet,2012,104339,Tigard, OR,7995
Mazda,Mazda65dr,2005,119128,Wellesley, MA,5488
Dodge,JourneySXT,2015,42510,Kansas City, MO,17990
Lexus,RX,2010,64531,Freehold, NJ,26000
Kia,ForteLX,2017,27494,New Castle, DE,14281
Jeep,Wrangler2dr,2004,182342,Blairsville, GA,9988
Kia,SorentoLX,2015,27854,South Easton, MA,17290
INFINITI,M37M37,2013,41039,Marietta, GA,23900
Toyota,TacomaAccess,2013,44781,Bedford, OH,21970
MINI,Cooper,2003,133593,Thorndale, PA,4966
Toyota,RAV44X4,2015,32830,East Rochester, NY,22899
Volkswagen,Jetta,2015,9801,Highland Park, IL,12920
Mercedes-Benz,GLK-ClassGLK350,2014,46620,Canton, MA,25500
Nissan,Versa,2016,43893,Napa, CA,10991
BMW,3,2016,6572,Carrollton, TX,29950
Dodge,DartRallye,2013,46360,Bonham, TX,7294
Chevrolet,AvalancheLT,2013,92957,Corpus Christi, TX,24514
BMW,3,2007,78071,Arlington, VA,10995
Chevrolet,Silverado,2014,58578,Plainfield, IN,26000
Toyota,CamryLE,2015,54517,NEW HAMPTON, NY,14867
Chrysler,200Limited,2015,49600,Augusta, GA,12739
Toyota,Tundra,2016,11247,AUSTIN, TX,34078
BMW,X3xDrive28i,2013,64541,Springfield Gardens, NY,26999
Ford,ExplorerXLT,2015,50156,Watertown, MA,26962
Cadillac,SRXLuxury,2014,34628,Irving, TX,24399
Jeep,Grand,2014,47387,North Little Rock, AR,27000
Ford,EdgeSEL,2013,58181,Hastings, MI,15995
Ford,FocusSedan,2014,52170,Mesquite, TX,8877
Subaru,Forester2.5i,2015,34748,Grove City, OH,16995
Mitsubishi,Outlander,2014,47177,Phoenix, AZ,14500
Lincoln,ContinentalReserve,2017,15322,West Palm Beach, FL,44999
INFINITI,G37,2013,33084,Sea Girt, NJ,21935
Chevrolet,ImpalaLTZ,2014,42408,Miami, FL,19719
Toyota,CamryLE,2017,295,Auburn, MA,22598
BMW,Z4sDrive35i,2014,39765,Greensboro, NC,32300
Ford,Escape4WD,2009,108119,Pelham, AL,11695
Toyota,HighlanderFWD,2015,36519,Holiday, FL,24494
GMC,Sierra,2017,5552,Jacksonville, FL,45975
Toyota,Tundra,2016,23452,Scottsdale, AZ,37250
Kia,SorentoAWD,2012,76378,Milford, CT,13485
Chevrolet,EquinoxFWD,2013,65677,Greenville, SC,12999
Dodge,ChargerSE,2015,43420,Cumming, GA,17821
Toyota,CorollaSE,2017,22536,Cedar Park, TX,16795
Chevrolet,Express,2010,121803,Gladstone, MO,12795
GMC,Yukon,2006,226706,Mchenry, IL,5995
Mercedes-Benz,E-ClassE350,2012,61264,WAPPINGERS FALLS, NY,24074
Hyundai,ElantraSE,2017,14695,Deerfield, FL,13324
Ford,Super,2009,120492,Auburn, WA,25994
Honda,Civic,2014,24074,Yonkers, NY,12995
Ram,1500Big,2015,19894,Lexington, KY,26995
Volkswagen,Jetta,2014,33752,Charlotte, NC,13595
Nissan,AltimaSedan,2013,49228,Auburn, WA,12598
Ford,Explorer4WD,2016,9477,Wheaton, MD,31129
BMW,X5xDrive50i,2014,49334,Carrollton, TX,39999
Honda,CR-VEX,2014,34473,Brooklyn Center, MN,16996
Chevrolet,Silverado,2014,121705,St Louis, MO,21990
Ford,EdgeSE,2013,41233,Brooklyn Park, MN,15350
Chevrolet,Impala4dr,2009,98512,West Allis, WI,6987
Mercedes-Benz,E-ClassE350,2015,44776,Great Neck, NY,31995
Mazda,Mazda34dr,2005,141877,Fort Wayne, IN,5222
