Marke,Model,Year,Mileage,City,State,Price
Toyota,Sienna5dr,2010,87389,Springfield, OR,13995
Cadillac,XTSPremium,2013,23200,Ballwin, MO,26400
Honda,Civic,2015,19317,Beaverton, OR,16977
Ford,F-1504WD,2015,16176,Tacoma, WA,44988
Nissan,MuranoAWD,2009,52590,Englewood, CO,15899
Ford,Transit,2013,140886,Stafford, VA,7477
Chevrolet,Corvette,2014,13618,Burbank, CA,47591
Honda,OdysseyEX-L,2013,85486,Jacksonville, Fl,19706
Mercedes-Benz,C-ClassC350,2014,29323,Louisville, KY,26250
Ford,Expedition,2015,58239,Mesa, AZ,38915
Hyundai,Elantra4dr,2014,6230,Fond du Lac, WI,13499
Toyota,RAV44X2,2014,44824,San Antonio, TX,17984
Buick,LaCrosse4dr,2008,75339,Morton, IL,7888
Cadillac,CTS,2014,43644,Cape Coral, FL,23980
Toyota,TacomaAccess,2014,44373,Los Angeles, CA,24891
Nissan,370ZRoadster,2013,18865,San Antonio, TX,24991
Ford,F-1504WD,2014,50243,Norman, OK,36775
Mercedes-Benz,CLA-ClassCLA250,2014,6335,Marietta, GA,25990
Volkswagen,Jetta,2009,80876,Gaithersburg, MD,7000
MINI,Cooper,2013,26461,Hillsboro, OR,17950
INFINITI,G35,2007,161736,Raleigh, NC,6950
Chevrolet,Silverado,2014,85633,Kaufman, TX,23394
Nissan,RogueFWD,2012,105541,San Antonio, TX,9777
Chevrolet,Malibu1LT,2015,19037,Watertown, NY,15885
Toyota,Highlander4X2,2013,39469,Birmingham, AL,26900
Chevrolet,CamaroCoupe,2015,47537,Austin, TX,26000
Mitsubishi,Outlander,2014,29767,Council Bluffs, IA,16900
Hyundai,AzeraSedan,2014,23088,Riverhead, NY,17995
Ford,F-1502WD,2014,6622,Columbus, MS,30966
Jaguar,XFV6,2014,39351,West Park, FL,27799
Chevrolet,TraverseAWD,2012,83373,Murfreesboro, TN,16999
Chevrolet,Express,2012,68719,Houston, TX,14991
BMW,3,2010,73880,Falls Chruch, VA,10995
Toyota,PriusThree,2016,17096,Sunnyvale, CA,23991
Honda,Civic,2014,108000,Orange, CA,10997
Toyota,CorollaLE,2014,38185,Milwaukee, WI,14400
Chevrolet,MalibuLT,2017,15214,Colorado Springs, CO,18533
GMC,AcadiaAWD,2014,39631,Florence, KY,25493
INFINITI,G37,2012,55870,Elizabeth, NJ,14995
Kia,ForteAutomatic,2016,31491,Norman, OK,11200
Toyota,CamryXLE,2015,41878,West Simsbury, CT,18684
Mazda,Mazda24dr,2011,70926,Ft. Myers, FL,7499
Lexus,CT,2015,37241,Cerritos, CA,23499
Dodge,ChargerSXT,2014,84477,Terrell, TX,15914
Hyundai,VeracruzFWD,2008,85015,Bedford, OH,8970
GMC,AcadiaAWD,2015,39396,Portsmouth, NH,28275
Nissan,Maxima3.5,2014,12229,Raleigh, NC,22411
Toyota,Camry,2014,50073,Austin, TX,14990
Audi,A4Season,2017,10987,Grapevine, TX,43777
Volvo,XC90AWD,2008,110177,Lawrenceville, GA,7820
Toyota,"SiennaXLE,",2013,63449,Edmonds, WA,22897
Mercedes-Benz,M-ClassML350,2006,138203,Lawndale, CA,7995
Jeep,Wrangler,2012,73579,Newport, NC,32490
Ford,Fusion4dr,2010,31178,Union, NJ,10495
Ford,EdgeTitanium,2016,35112,Colorado Springs, CO,26045
Mitsubishi,Eclipse3dr,2003,138580,Dallas, TX,2999
INFINITI,G37,2013,32523,Glenwood Springs, CO,20263
Hyundai,Elantra4dr,2013,56664,WINTER HAVEN, FL,10990
Honda,Pilot2WD,2016,27411,San Antonio, TX,32500
Mazda,Mazda6Sport,2015,45167,Des Plaines, IL,13495
GMC,AcadiaAWD,2016,49739,Platte City, MO,35900
Ford,ExplorerLimited,2013,69000,Waite Park, MN,21991
Hyundai,AccentGLS,2013,65145,Laguna Niguel, CA,7995
Chevrolet,Silverado,2014,32639,Plainfield, IN,28200
Nissan,Altima4dr,2012,70623,Daphne, AL,10887
Buick,Lucerne4dr,2011,73506,Nokomis, FL,10179
Nissan,Altima4dr,1999,220000,Gautier, MS,1595
Hyundai,Santa,2017,26235,Costa Mesa, CA,21792
Chevrolet,Cruze2LT,2015,38986,Denver, CO,13991
Jaguar,F-TYPEF-Type,2014,14548,Grayslake, IL,53895
BMW,3,2017,31,Ft. Lauderdale, FL,32988
Acura,TLXFWD,2015,33937,Tustin, CA,22000
MINI,Cooper,2014,25719,Dallas, TX,16816
Chevrolet,Silverado,2015,29241,Tulsa, OK,38998
Toyota,Yaris4dr,2008,139011,Sanford, NC,4995
Honda,RidgelineBlack,2017,4231,Greensboro, NC,40259
Dodge,ChallengerSXT,2017,2083,Gadsden, AL,24588
Hyundai,Elantra4dr,2011,96742,Colorado Springs, CO,8694
Volvo,XC70T6,2015,54683,Stamford, CT,32900
Hyundai,Santa,2010,92740,Sacramento, CA,9995
Toyota,CorollaL,2015,22043,DeLand, FL,13977
Kia,SorentoEX,2016,38064,St. Peters, MO,20793
Chevrolet,CruzeSedan,2017,16653,Stuart, FL,16025
Chevrolet,Impala2LTZ,2014,45521,Cincinnati, OH,21376
Ford,ExplorerXLT,2015,34846,Temple Hills, MD,26995
Cadillac,ATS2.0L,2014,75336,Kennewick, WA,18490
Mazda,CX-5Grand,2015,27483,Austin, TX,22995
Volkswagen,New,2010,76400,Pasadena, CA,9000
GMC,Sierra,2014,20211,Farmington Hills, MI,29667
Acura,TL4dr,2008,70506,West Palm Beach, FL,10247
Buick,LaCrosseFWD,2017,5191,Moultrie, GA,32977
Chevrolet,CamaroCoupe,2013,20018,Englewood, CO,27370
Jeep,Grand,2013,55562,Roswell, NM,19879
Chevrolet,Silverado,2015,12907,Bentonville, AR,33900
Hyundai,Genesis4dr,2012,91473,Mesa, AZ,15295
Toyota,4Runner4WD,2016,40355,Vista, CA,31998
Jeep,Wrangler,2015,40277,Baton Rouge, LA,33897
Chevrolet,Silverado,2015,15322,Corpus Christi, TX,32921
Kia,RioSedan,2016,41300,Riviera Beach, FL,9993
Honda,HR-VAWD,2016,33076,West Palm Beach, FL,17999
Honda,Civic,2014,27246,Louisville, KY,13900
Ford,Explorer4WD,2016,30000,Smyrna, DE,39987
Chrysler,200Limited,2016,12465,Florissant, MO,17999
Chevrolet,TraverseLS,2015,57274,Bastrop, TX,18488
Chevrolet,Camaro2dr,2011,55800,Fort Myers, FL,19439
Jaguar,XF4dr,2009,60268,Hayward, CA,16995
BMW,3,2017,500,Spring Valley, NY,45995
Cadillac,CTS,2017,24222,Palmyra, NJ,34280
Ram,15004WD,2011,75181,Pensacola, FL,27950
GMC,Sierra,2007,122592,Bremerton, WA,11999
Volvo,S60T5,2015,20630,Winston Salem, NC,24665
GMC,TerrainFWD,2012,68682,Platte City, MO,12500
Subaru,Outback2.5i,2014,42211,Lafayette, IN,19627
Audi,A42.0T,2016,36102,Philadelphia, PA,27380
Nissan,QuestSV,2015,40022,Santa Clarita, CA,17515
Chevrolet,Malibu1LT,2015,13008,Columbus, OH,16797
Chevrolet,TraxFWD,2017,5185,Oklahoma City, OK,18550
Hyundai,Santa,2017,31787,Ft. Walton Beach, FL,24095
Subaru,Impreza,2011,94091,Winchester, VA,9995
Hyundai,VelosterAutomatic,2016,15417,Oklahoma City, OK,18199
Nissan,Altima2.5,2017,5729,Ferriday, LA,29500
Ford,FusionSE,2013,89623,St. Charles, MO,11995
Chevrolet,Impala1LT,2013,49827,Medford, OR,12998
Chevrolet,CruzeLTZ,2015,27998,Tacoma, WA,16900
Ford,EdgeSE,2014,61145,San Jose, CA,17588
Ford,MustangEcoBoost,2017,25548,Ventura, CA,22988
Volkswagen,Passat1.8T,2015,27800,Orlando, FL,12958
Subaru,Forester2.5i,2016,5257,Greenville, SC,29970
Chevrolet,Malibu2LT,2015,62279,Southern Pines, NC,13477
BMW,6,2014,23300,Carrollton, TX,53850
Honda,Accord,2013,21814,Murrysville, PA,17542
Chevrolet,CruzeSedan,2017,24924,Scottsboro, AL,14973
Mercedes-Benz,C-ClassC300,2016,19748,St. Petersburg, FL,28391
Volkswagen,Passat4dr,2012,123371,Berlin, NJ,6999
Chevrolet,EquinoxAWD,2011,60834,Meriden, CT,11900
BMW,X3AWD,2012,88982,Akron, OH,16492
Buick,EnvisionPremium,2016,38356,Coon Rapids, MN,34988
Pontiac,G62dr,2007,86500,Crystal Lake, IL,7990
Chrysler,Town,2016,50763,Antioch, IL,24995
Toyota,Corolla4dr,2012,21675,Depew, NY,14990
Hyundai,Elantra4dr,2013,20019,Manassas, VA,10477
Jeep,CherokeeLatitude,2014,34468,Puyallup, WA,19999
Mercedes-Benz,GL-ClassGL550,2015,44336,Buena Park, CA,58616
Chevrolet,SonicSedan,2015,45720,Newport, TN,11990
Toyota,4Runner4x2,2015,14990,San Antonio, TX,36995
Chevrolet,Corvette2dr,2010,42567,Natchez, MS,28992
Lexus,GX,2003,178155,Philadelphia, PA,7995
Mazda,Mazda3s,2015,18734,San Francisco, CA,19000
Ford,MustangFastback,2016,24379,Tucson, AZ,21559
Toyota,RAV44X2,2014,19131,Lutz, Fl,17790
Lexus,LS,2015,40777,Montgomery, AL,56977
Nissan,Pathfinder4WD,2015,15044,Egg Harbor, NJ,24995
Chevrolet,Cruze,2016,23312,Aurora, MO,12676
Mercedes-Benz,S-ClassS550,2012,98290,Ridgeland, MS,29445
Mitsubishi,LancerTC-SST,2012,63918,Baltimore, MD,13980
Toyota,RAV4XLE,2017,14603,Richardson, TX,22487
Chevrolet,Cruze,2016,32704,Columbus, OH,14999
Kia,SoulAutomatic,2016,17367,Murfreesboro, TN,15117
Ram,35004WD,2016,5950,Johnston, RI,34988
Chevrolet,Silverado,2006,183768,Auburn, AL,10991
Volkswagen,Golf,2017,6833,Aurora, CO,23600
Chevrolet,Malibu2LT,2012,83702,Tulsa, OK,12395
Chevrolet,TrailBlazer4dr,2006,176442,Hamilton Square, NJ,4350
Volvo,XC704dr,2011,114875,Fairfax, VA,15000
Dodge,Challenger2dr,2011,88693,Phoenix, AZ,12399
GMC,TerrainFWD,2014,45013,Decatur, IL,17990
Ford,F-1502WD,2012,67254,Brandon, MS,23838
BMW,3,2007,79995,Collierville, TN,13490
Honda,PilotEX-L,2014,30664,Tulsa, OK,26800
Volkswagen,Jetta,2015,23782,Cerritos, CA,12888
Chevrolet,Silverado,2011,53391,Cape Coral, FL,32980
Ford,Explorer4WD,2016,29115,Fredericksburg, VA,26599
Toyota,CorollaLE,2016,33949,Batavia, NY,14433
Lexus,IS,2015,16868,Lauderdale Lakes, FL,26488
Mazda,CX-5Touring,2014,51056,Houston, TX,15200
Toyota,CamrySE,2016,49670,Alexandria, VA,15980
Honda,Civic,2013,62064,Reno, NV,11980
Buick,EnclaveLeather,2014,32328,Dallas, TX,26991
Jeep,CherokeeFWD,2016,4704,Lansing, KS,18500
Nissan,RogueSV,2016,39411,Milwaukee, WI,18055
Nissan,Versa,2015,44567,Round Rock, TX,10200
Jeep,Grand,2015,36383,El Cajon, CA,22250
Toyota,CamryLE,2014,39863,Leesville, LA,14500
Honda,Civic,2008,102600,Rochester, NY,6495
Toyota,Camry,2016,13300,Burlington, VT,24488
Kia,ForteEX,2014,39702,Stafford, VA,11089
Hyundai,Santa,2017,18524,Columbia, SC,22460
INFINITI,Q502.0t,2017,11870,Miami, FL,28500
FIAT,500Sport,2012,84675,Cerritos, CA,7995
Jeep,Wrangler2dr,2006,135000,San Diego, CA,15999
Dodge,Grand,2017,33045,Fallston, MD,17488
Ram,15004WD,2012,67128,Anchorage, AK,28995
Kia,OptimaLX,2015,37906,Johnston, RI,12889
Kia,Sportage4WD,2007,144831,Milwaukee, WI,4222
Honda,S2000Manual,2000,29481,Manassas, VA,19999
Jeep,Grand,2016,24570,Torrington, CT,35905
Lexus,ES,2007,95580,Englewood, CO,10988
Maserati,GranTurismoSport,2015,26664,Orlando, FL,75999
Subaru,Forester2.5i,2015,9553,Plano, TX,21987
MINI,Cooper,2013,33069,Murfreesboro, TN,15995
Dodge,JourneySXT,2015,73413,Seattle, WA,16000
Lexus,CT,2015,27741,Costa Mesa, CA,23990
Honda,Accord,2014,35233,West Palm Beach, FL,12999
Suzuki,SX44dr,2008,124659,Orlando, FL,4995
Jeep,Grand,2013,73094,Coon Rapids, MN,23495
Kia,RioSedan,2016,36055,Louisville, KY,11000
Chevrolet,Silverado,2004,185279,Colorado Springs, CO,16087
Lexus,CT,2014,16452,Durham, NC,24499
Toyota,"SiennaXLE,",2014,50085,Vandalia, OH,24041
Mazda,Mazda3i,2016,37195,Fredericksburg, VA,14084
Subaru,Legacy,2005,95735,Portland, OR,10500
Jeep,PatriotSport,2017,4317,Duluth, GA,21744
Chevrolet,Silverado,2002,375250,Memphis, TN,6000
Honda,RidgelineRTL-E,2017,2068,Tenafly, NJ,41595
Subaru,Forester2.5i,2014,22570,East Petersburg, PA,18998
Chrysler,3004dr,2006,88923,Mt. Pocono, PA,7877
Ford,FusionTitanium,2016,49384,Lake Elmo, MN,17000
Ford,ExplorerLimited,2015,40869,Tucson, AZ,31999
Ford,Super,2009,72244,Arlington, WA,32975
Ford,F-1502WD,2016,22383,Homestead, FL,31990
Buick,Lucerne4dr,2009,71850,Pottsville, PA,8890
Mazda,CX-5Touring,2016,32254,Tempe, AZ,19599
MINI,Cooper,2010,77570,Falls Church, VA,8711
Hyundai,Elantra,2013,75169,Ellicott City, MD,10995
Toyota,RAV44X4,2014,31347,Avon, IN,18751
Chevrolet,EquinoxFWD,2013,32302,Charlottesville, VA,15980
Ford,Expedition2WD,2015,54906,San Antonio, TX,35991
Audi,A63.0T,2016,23686,Buford, GA,45000
Chevrolet,Malibu4dr,2007,76209,Hampton, VA,6995
Hyundai,Genesis3.8,2013,94689,Mechanicsburg, PA,15500
Hyundai,TucsonAWD,2015,32512,Butte, MT,20000
Nissan,RogueS,2014,67708,Victor, NY,14995
GMC,AcadiaFWD,2015,46049,Annapolis, MD,26399
Ford,MustangFastback,2015,40991,Macon, GA,19500
Kia,SedonaLX,2017,24758,North Salt Lake, UT,20975
BMW,4,2015,19085,Naperville, IL,42977
Kia,SoulAutomatic,2016,9457,North Olmsted, OH,12980
Chevrolet,CruzeSedan,2017,24637,Aurora, MO,14396
INFINITI,M37M37x,2013,36695,Danvers, MA,26988
Nissan,PathfinderPlatinum,2016,5039,Clarksville, TN,39988
Mercedes-Benz,GLEGLE,2017,6112,Georgetown, TX,54888
BMW,3,2014,13854,Medford, OR,29991
Ford,EscapeFWD,2012,61322,Dallas, TX,8999
Mazda,CX-5Grand,2014,70574,Palestine, TX,17977
GMC,Sierra,2016,16621,Keyport, NJ,20891
Ford,F-1504WD,2015,8961,Oconomowoc, WI,29995
Chevrolet,Camaro2dr,2010,114636,Madison, TN,11977
Nissan,RogueS,2013,140512,Salt Lake City, UT,9888
Cadillac,CTS,2013,28998,Newport News, VA,19250
Hyundai,ElantraLimited,2014,29490,Doylestown, PA,11985
Nissan,350Z2dr,2005,72529,Hermosa Beach, CA,8900
Subaru,Legacy,2008,127804,Virgina Beach, VA,5499
Jeep,Wrangler,2014,62091,Glen Allen, VA,28995
Ford,MustangShelby,2016,5018,Centennial, CO,56590
Acura,RDXFWD,2015,19165,Doral, FL,28200
Chevrolet,Cruze1LT,2014,62865,Fort Payne, AL,9995
Chevrolet,Silverado,2017,2488,San Antonio, TX,41598
Hyundai,Genesis3.8L,2015,14468,Marlton, NJ,25995
Hyundai,Sonata2.4L,2015,29112,Reno, NV,16995
Dodge,ChargerSXT,2016,35930,Rahway, NJ,18995
Nissan,SentraS,2013,71330,Chesapeake, VA,9998
Mercedes-Benz,E-ClassE350,2016,2943,Lynnfield, MA,51880
Chevrolet,SSRRegular,2005,43187,Ottawa, IL,25889
Chevrolet,Traverse2LT,2014,31960,Indianapolis, IN,22999
Buick,EnclavePremium,2015,72248,Bel Air, MD,24577
Volkswagen,Golf,2015,28076,Canton, CT,18292
Toyota,CorollaS,2015,25393,Montgomery, AL,16400
Chevrolet,Silverado,2012,81318,Albuquerque, NM,25950
Mazda,Mazda6Touring,2015,24555,Naperville, IL,17987
Ford,Explorer4WD,2017,21135,Imlay City, MI,34783
Ford,ExplorerFWD,2011,77652,Leesburg, GA,15790
Honda,Accord,2015,21889,Sterling, VA,16490
Chrysler,300Limited,2015,58273,Newark, NJ,17500
BMW,2,2015,23006,Loveland, CO,35479
Volkswagen,CC4dr,2013,32411,Independence, MO,15995
Nissan,RogueFWD,2010,91007,Bakersfield, CA,10895
GMC,Sierra,2017,16516,Vicksburg, MS,45614
Toyota,Tacoma2WD,2007,146156,San Diego, CA,11981
Chevrolet,Corvette,2014,7423,MIDLOTHIAN, VA,47928
Jeep,CherokeeLatitude,2017,8975,Ashland, VA,24000
Kia,Forte4dr,2010,75844,Stonewall, LA,8450
BMW,5,2014,41214,Fishers, IN,26920
Lexus,GS,2015,21816,Plano, TX,31490
Acura,MDXSH-AWD,2017,1518,Littleton, CO,46000
INFINITI,QX804WD,2014,49973,Dartmouth, MA,40398
Mercedes-Benz,M-ClassML350,2014,65736,Houston, TX,30521
Ram,3500Laramie,2017,7294,McKinney, TX,59910
Nissan,Pathfinder,2004,129604,Reading, PA,9877
Ford,F-1502WD,2011,75870,Columbus, MS,14857
Toyota,4Runner4dr,2002,120819,Logan, OH,6000
Hyundai,Santa,2007,121656,Newport News, VA,11995
Chevrolet,CruzeLTZ,2015,43690,Hoover, AL,13000
BMW,X1xDrive28i,2017,4209,Flemington, NJ,40885
Ford,F-1502WD,2014,35886,Orlando, FL,29991
Cadillac,SRXPerformance,2014,19288,Knoxville, TN,30999
Ford,F-150SuperCrew,2013,29855,Lakewood, WA,29795
Buick,Lucerne4dr,2008,89332,Manassas, VA,6995
Nissan,MaximaSV,2017,31748,Longmont, CO,24656
MINI,Cooper,2016,18693,Alexandria, VA,27000
Ford,FusionSE,2013,78943,Boerne, TX,11599
Hyundai,Sonata2.4L,2016,44285,Oceanside, CA,14999
Chrysler,200C,2016,22372,Glendale, CA,15795
Dodge,DartLimited,2013,88488,Canandaigua, NY,9888
Ford,ExplorerLimited,2015,15257,Hackensack, NJ,31632
Lincoln,MKZAWD,2015,24142,West Palm Beach, FL,18999
Volkswagen,GTI4-Door,2014,25617,Alexandria, VA,17400
Nissan,JUKESL,2016,26108,Chicago, IL,17695
Mazda,B-Series,2001,146444,Watertown, CT,4495
Dodge,Avenger4dr,2008,57096,Colorado Springs, CO,9500
Hyundai,Sonata2.4L,2015,18636,Topeka, KS,15991
Toyota,RAV44X4,2015,17750,Schaumburg, IL,23999
GMC,Yukon,2015,36858,Columbus, OH,52850
Audi,A62.0T,2016,22789,Concord, CA,38750
Cadillac,ATS,2016,4921,Vernon, CT,37000
Volvo,XC90FWD,2014,51500,Amarillo, TX,29995
Ford,EscapeFWD,2016,24912,San Antonio, TX,16988
Nissan,370ZCoupe,2013,41989,Clermont, FL,21988
Mazda,CX-5Grand,2015,69009,Loganville, GA,18995
Ford,FocusHatchback,2013,56878,Huntsville, AL,10895
Mercedes-Benz,C-ClassC240,2003,172187,Raleigh, NC,3950
Chevrolet,CamaroCoupe,2013,14678,Johnson City, TN,21500
Chevrolet,Suburban4WD,2016,38486,Weatherford, TX,45991
Ford,FusionHybrid,2015,66037,Latham, NY,14330
Honda,Accord,2013,41103,Torrington, CT,13590
Hyundai,Tiburon2dr,2007,59203,Puyallup, WA,8995
Toyota,CamrySE,2016,46718,Freeport, NY,14990
MINI,Cooper,2008,96841,Roseville, CA,6995
Lexus,NX,2015,44120,Fredericksburg, VA,32590
Subaru,Outback2.5i,2015,29298,Northampton, MA,24990
Ford,ExplorerXLT,2013,83918,Salisbury, NC,19999
Honda,PilotEX,2015,27439,Madison, NJ,26788
Ford,Fusion4dr,2012,70424,Winston Salem, NC,12395
Ford,C-Max,2013,68434,Corvallis, OR,13995
Cadillac,XTS3.6L,2014,78270,Highland Park, IL,18995
Ford,Edge4dr,2011,97577,Lima, OH,12956
Ram,"1500Tradesman,",2016,14857,Warrenton, VA,20000
Ford,Super,2015,82916,Beaumont, TX,46237
Chrysler,300300S,2013,72347,Raleigh, NC,15995
Lexus,NX,2015,32900,San Jose, CA,29500
Chevrolet,Suburban4WD,2016,49035,Elmhurst, IL,44000
Jeep,PatriotLatitude,2017,19763,Brooksville, FL,18997
Subaru,CrosstrekManual,2016,20729,Golden, CO,21899
Chevrolet,Tahoe4WD,2008,186499,Fleetwood, PA,14777
Lincoln,MKS3.5L,2014,29724,Dallas, TX,23991
BMW,5,2015,33894,Perkasie, PA,31551
Honda,Accord,2015,1219,Kahului, HI,27995
Chevrolet,Spark1LT,2017,27645,Fresno, CA,12995
Toyota,Sienna5dr,2004,174241,Dallas, TX,5990
Jeep,PatriotAltitude,2014,46616,Jacksonville, FL,13988
Jeep,Wrangler,2014,38020,Vero Beach, FL,31999
Ford,FusionSE,2017,35077,Burbank, IL,16980
Acura,TLAutomatic,2000,120152,Arlington Heights, IL,3978
Chrysler,200Sedan,2013,86248,Yorksville, NY,7895
Ford,EdgeTitanium,2016,47031,Langhorne, PA,24995
Toyota,Corolla4dr,2011,80323,Fairfax, VA,8994
Ford,Edge4dr,2009,72889,Springfield, OR,14995
Ford,Mustang2dr,2010,17000,Mooresville, NC,33499
Mazda,CX-52016.5,2016,2822,Vacaville, CA,27995
Nissan,Altima3.5,2015,38886,San Diego, CA,17988
Volkswagen,Passat4dr,2012,102179,Kissimmee, FL,10995
Jeep,Wrangler,2013,31406,Tinley Park, IL,30650
Ford,EdgeLimited,2014,57776,Buford, GA,19930
Chevrolet,Silverado,2015,26962,Concord, NH,29987
Buick,RegalTurbo,2015,45271,Whittier, CA,13500
Chevrolet,Malibu,2016,44120,Mount Juliet, TN,14925
Mercedes-Benz,S-Class4dr,2010,50240,BENTONVILLE, AR,30746
Toyota,RAV44X4,2015,27189,Coconut Creek, FL,19245
Chevrolet,CruzeSedan,2017,17559,Albuquerque, NM,16025
Toyota,Tundra,2012,36281,San Antonio, TX,22995
MINI,Cooper,2014,27286,Kennesaw, GA,15991
Toyota,Tundra,2015,28249,Anniston, AL,29915
Ford,Ranger2WD,2008,71077,Gainesville, FL,8950
Mercedes-Benz,S-ClassS550,2015,42225,Plano, TX,59390
Kia,Optima4dr,2012,87187,Bremerton, WA,11499
Honda,Accord,2015,24200,Toms River, NJ,16995
Ford,EdgeSE,2013,38431,Tampa, FL,15624
Land,Rover,2016,43288,Cleveland, OH,71582
Mercedes-Benz,E-ClassE350,2014,32742,Louisville, KY,33500
Chevrolet,Corvette2dr,2004,86540,Clarksville, TN,15752
Jeep,PatriotFWD,2011,100777,Tucson, AZ,7995
Kia,OptimaLX,2017,32467,Manchester, CT,16277
Nissan,Altima2.5,2016,6063,beverly, MA,18998
Toyota,Avalon,2014,53516,Palm Beach Gardens, FL,17995
Chevrolet,Silverado,2013,74904,Hillsboro, OR,21717
Nissan,Versa5dr,2010,94560,Stuart, FL,4827
BMW,5,2014,40973,Plano, TX,25490
Chevrolet,Silverado,2015,21792,Louisville, KY,40250
Dodge,Grand,2016,42203,Aurora, CO,18900
Kia,Forte4dr,2012,81503,Fort Wayne, IN,6987
Dodge,JourneySXT,2015,29267,Katy, TX,17343
Cadillac,Escalade,2014,43134,Florence, KY,43998
GMC,Yukon4WD,2014,32026,Wakefield, MA,35194
Kia,ForteLX,2017,753,Carmel, IN,14997
Chevrolet,Silverado,2006,100180,Jarrettsville, MD,15372
Jeep,Grand,2009,128289,Savannah, GA,8450
Ford,EscapeFWD,2015,11767,Huntville, AL,18457
Chevrolet,Cruze4dr,2011,130586,Blue Ridge, GA,10000
Dodge,Charger4dr,2011,96852,Lake CIty, FL,14000
Dodge,DartSXT,2016,45008,Waterford Township, MI,11594
Nissan,SentraSL,2014,38494,Concord, NH,13995
BMW,7,2012,37863,Marietta, GA,44895
Volkswagen,Jetta,2014,68489,San Antonio, TX,9799
Kia,OptimaLX,2015,18875,Matteson, IL,13985
BMW,X3AWD,2008,89205,Conway, SC,11995
Volkswagen,Jetta,2015,9532,Las Vegas, NV,15887
Ford,EdgeSEL,2015,22266,Palo Alto, CA,25899
GMC,Yukon2WD,2015,33000,Jonesboro, GA,52360
Chrysler,PacificaTouring-L,2017,39767,North Charleston, SC,25890
Hyundai,VelosterAutomatic,2016,2267,Tracy, CA,19500
Nissan,SentraSL,2016,24743,Little Rock, AR,14888
Nissan,Versa,2017,10388,Houston, TX,14892
Toyota,RAV44X4,2013,68155,Decatur, IL,16995
Chevrolet,ImpalaLT,2017,18493,Sauk City, WI,20867
Ford,MustangCoupe,2014,10978,Blenheim, SC,42995
Nissan,MuranoAWD,2012,47821,Marshall, VA,19595
Toyota,CamryXLE,2017,2626,Chowchilla, CA,19995
Ford,F-1504WD,2014,75196,Blair, NE,22996
Chevrolet,Malibu4dr,2008,160162,Miami Lakes, FL,4995
Buick,LaCrosseFWD,2016,19413,Harrisburg, PA,29949
Ford,FlexLimited,2017,20397,Jamaica, NY,30000
GMC,Sierra,2015,43553,Mount Juliet, TN,38275
Honda,Accord,2008,68762,Lancaster, MA,10492
Toyota,Tacoma2WD,2015,18756,Sarasota, FL,28991
Chevrolet,Silverado,2011,98103,La Habra, CA,20998
Kia,SportageFWD,2016,41622,Modesto, CA,15489
Lexus,GX,2015,35726,Escondido, CA,44500
GMC,Yukon,2016,18546,Salem, VA,65880
Toyota,Corolla4dr,2010,94232,Davie, FL,7329
Dodge,ChallengerR/T,2015,34360,Fairfield, OH,30900
Toyota,HighlanderFWD,2015,35437,Sherwood, AR,34391
Dodge,Charger4dr,2010,126365,Savannah, GA,8196
Mazda,MAZDA35dr,2009,97028,Orlando, FL,6999
Hyundai,Elantra4dr,2017,15,Burleson, TX,17743
Pontiac,Vibe4dr,2005,182603,Tampa, FL,2750
Ford,FusionSE,2016,25362,Stroudsburg, PA,16323
Toyota,CamrySE,2015,41121,Temple, TX,15900
Ford,F-1504WD,2014,70661,Mesquite, TX,27964
Chrysler,2004dr,2012,68246,Glenolden, PA,8995
Chevrolet,TraverseLTZ,2015,27951,Bonner Springs, KS,30500
Nissan,Altima2.5,2015,45997,Houston, TX,14522
Toyota,RAV44X4,2013,33081,Naugatuck, CT,19995
Nissan,SentraSR,2015,22314,Pensacola, FL,8965
Nissan,PathfinderSV,2016,39135,Colorado Springs, CO,23005
Mercedes-Benz,C-ClassC63,2015,8059,Paterson, NJ,68900
FIAT,500Pop,2015,17034,Denton, TX,10988
Chevrolet,Silverado,2017,12370,Ottumwa, IA,31000
Honda,Accord,2016,6442,Medford, OR,22974
Chrysler,300300,2014,52839,Delray Beach, FL,13295
Ford,F-1502WD,2008,68214,Columbus, GA,8450
GMC,Sierra,2017,14205,Denton, TX,40477
FIAT,500LEasy,2014,29419,Sherman Oaks, CA,13320
Honda,Civic,2016,14255,Phoenix, AZ,21000
Dodge,DartRallye,2013,34333,Owasso, OK,15000
Lexus,NX,2016,28981,Schaumburg, IL,38495
Chrysler,200S,2015,47614,New London, CT,12907
Hyundai,Santa,2016,41000,Reading, PA,17800
Lexus,GX,2015,47498,Duluth, GA,37500
Jeep,Wrangler,2016,6835,Carmel, NY,37361
GMC,Sierra,2015,64922,Jacksonville, NC,38000
Ford,FusionSE,2014,82199,Macon, GA,11995
Buick,EnvisionFWD,2017,14098,Wilson, NC,31400
BMW,X5xDrive50i,2014,20120,Carrollton, TX,46979
Jaguar,XJ4dr,2011,63929,Marietta, GA,23995
Jeep,Grand,2004,230513,Mora, MN,3533
Chevrolet,Cruze1LT,2013,89978,Palm Coast, FL,9995
